,nct_id,canonical_BioLinkBERT-base_interventions,snomed_termid,linkbert_snomed_term_canonical_interventions,linkbert_cdist_interventions,Top_Concept,Top_Concept_Canonical,Top_Concept_Canonical_First
1190,NCT00055393,bupropion,387564004,Bupropion (substance),0.0063,"[372720008, 80322001, 59431004]","['Antidepressant (substance)', 'Synthetic alkaloid (substance)', 'Ketone (substance)']",Antidepressant (substance)
1193,NCT00055549,lorazepam,387106007,Lorazepam (substance),0.002,"[372585002, 373282008, 413639003, 372614000]","['Hypnotic agent (substance)', 'Anxiolytic agent (substance)', 'Benzazepine (substance)', 'Sedative (substance)']",Hypnotic agent (substance)
1227,NCT00059228,17beta-estradiol,126172005,Estradiol (substance),2.6928,"[304276009, 312263009]","['Estradiol and/or estradiol derivative (substance)', 'Sex hormone (substance)']",Estradiol and/or estradiol derivative (substance)
1228,NCT00059228,estradiol,126172005,Estradiol (substance),0.0,"[304276009, 312263009]","['Estradiol and/or estradiol derivative (substance)', 'Sex hormone (substance)']",Estradiol and/or estradiol derivative (substance)
1230,NCT00059228,progesterone,16683002,Progesterone (substance),0.0,"[312263009, 126090008]","['Sex hormone (substance)', 'Pregnane (substance)']",Sex hormone (substance)
1244,NCT00060957,onabotulinumtoxina,444627005,OnabotulinumtoxinA (substance),0.0,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
1262,NCT00062673,duloxetine,407032004,Duloxetine (substance),0.0034,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
1264,NCT00062738,nortriptyline,372652004,Nortriptyline (substance),0.0039,"[372720008, 767261009]","['Antidepressant (substance)', 'Tricyclic compound (substance)']",Antidepressant (substance)
1265,NCT00062738,paroxetine,372595009,Paroxetine (substance),0.0,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
1266,NCT00062972,donepezil,386855006,Donepezil (substance),0.0,"[123682001, 59431004]","['Piperidine (substance)', 'Ketone (substance)']",Piperidine (substance)
1272,NCT00064467,bupropion hydrochloride,395733003,Bupropion hydrochloride (substance),0.0,"[372720008, 80322001, 59431004]","['Antidepressant (substance)', 'Synthetic alkaloid (substance)', 'Ketone (substance)']",Antidepressant (substance)
1276,NCT00065169,celecoxib,116081000,Celecoxib (substance),0.0,"[363549008, 373265006]","['Sulfone (substance)', 'Analgesic (substance)']",Sulfone (substance)
1285,NCT00066170,sodium oxybate,410917003,Sodium oxybate (substance),0.0,"[259470008, 372614000]","['4-hydroxybutyrate (substance)', 'Sedative (substance)']",4-hydroxybutyrate (substance)
1288,NCT00066248,megestrol,126091007,Megestrol (substance),0.0,"[126090008, 312263009]","['Pregnane (substance)', 'Sex hormone (substance)']",Pregnane (substance)
1289,NCT00066248,megestrol acetate,126092000,Megestrol acetate (substance),0.0,"[126090008, 312263009]","['Pregnane (substance)', 'Sex hormone (substance)']",Pregnane (substance)
1301,NCT00067912,duloxetine,407032004,Duloxetine (substance),0.0034,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
1302,NCT00067912,venlafaxine,372490001,Venlafaxine (substance),0.0,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
1319,NCT00069251,bupropion,387564004,Bupropion (substance),0.0063,"[372720008, 80322001, 59431004]","['Antidepressant (substance)', 'Synthetic alkaloid (substance)', 'Ketone (substance)']",Antidepressant (substance)
1320,NCT00069329,anakinra,385549000,Anakinra (substance),0.0044,"[373244000, 407073003]","['Immunologic agent (substance)', 'Recombinant protein (substance)']",Immunologic agent (substance)
1323,NCT00069459,bupropion hydrochloride,395733003,Bupropion hydrochloride (substance),0.0,"[372720008, 80322001, 59431004]","['Antidepressant (substance)', 'Synthetic alkaloid (substance)', 'Ketone (substance)']",Antidepressant (substance)
1333,NCT00070694,escitalopram,400447003,Escitalopram (substance),0.0,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
1335,NCT00070941,ademetionine,441816007,Ademetionine (substance),0.0,"[373545003, 226355009]","['Replacement agent (substance)', 'Nutrients (substance)']",Replacement agent (substance)
1341,NCT00071695,duloxetine,407032004,Duloxetine (substance),0.0034,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
1342,NCT00071695,venlafaxine,372490001,Venlafaxine (substance),0.0,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
1348,NCT00071838,daclizumab,386977009,Daclizumab (substance),0.0041,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
1350,NCT00071838,zenapax,386977009,Daclizumab (substance),13.0545,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
1352,NCT00071877,replagal,718928008,Albutrepenonacog alfa (substance),12.1679,"[102794000, 420220000, 407073003]","['Proenzyme (substance)', 'Blood derivative (substance)', 'Recombinant protein (substance)']",Proenzyme (substance)
1353,NCT00072683,tolvaptan,443058000,Tolvaptan (substance),0.0068,"[372695000, 413639003]","['Diuretic (substance)', 'Benzazepine (substance)']",Diuretic (substance)
1364,NCT00073411,duloxetine,407032004,Duloxetine (substance),0.0034,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
1365,NCT00073411,escitalopram,400447003,Escitalopram (substance),0.0,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
1401,NCT00076687,botulinum toxin type a,108890005,Botulinum toxin type A (substance),0.0,"[111117008, 372666009]","['Bacterial agent (substance)', 'Skeletal muscle relaxant (substance)']",Bacterial agent (substance)
1402,NCT00076726,infliximab,386891004,Infliximab (substance),0.0,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
1403,NCT00076856,temozolomide,387009002,Temozolomide (substance),0.0,"[373244000, 860774001]","['Immunologic agent (substance)', 'Triazene (substance)']",Immunologic agent (substance)
1407,NCT00077207,temozolomide,387009002,Temozolomide (substance),0.0,"[373244000, 860774001]","['Immunologic agent (substance)', 'Triazene (substance)']",Immunologic agent (substance)
1441,NCT00079768,alemtuzumab,129472003,Alemtuzumab (substance),0.0094,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
1442,NCT00079768,t cell-depleting monoclonal antibody,771591006,Tildrakizumab (substance),11.713,"[68498002, 373244000]","['Antibody (substance)', 'Immunologic agent (substance)']",Antibody (substance)
1446,NCT00080054,temozolomide,387009002,Temozolomide (substance),0.0,"[373244000, 860774001]","['Immunologic agent (substance)', 'Triazene (substance)']",Immunologic agent (substance)
1472,NCT00084669,venlafaxine,372490001,Venlafaxine (substance),0.0,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
1484,NCT00086190,paroxetine,372595009,Paroxetine (substance),0.0,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
1485,NCT00086190,venlafaxine,372490001,Venlafaxine (substance),0.0,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
1488,NCT00086281,sodium oxybate,410917003,Sodium oxybate (substance),0.0,"[259470008, 372614000]","['4-hydroxybutyrate (substance)', 'Sedative (substance)']",4-hydroxybutyrate (substance)
1497,NCT00086411,bupropion,387564004,Bupropion (substance),0.0063,"[372720008, 80322001, 59431004]","['Antidepressant (substance)', 'Synthetic alkaloid (substance)', 'Ketone (substance)']",Antidepressant (substance)
1504,NCT00086671,human anti-il-12 antibody,278221000202100,Bimekizumab (substance),12.1147,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
1505,NCT00087529,rituximab,386919002,Rituximab (substance),0.0,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
1507,NCT00087555,sodium oxybate,410917003,Sodium oxybate (substance),0.0,"[259470008, 372614000]","['4-hydroxybutyrate (substance)', 'Sedative (substance)']",4-hydroxybutyrate (substance)
1521,NCT00088166,dexamethasone,372584003,Dexamethasone (substance),0.0,"[304275008, 126090008, 372823004]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Pregnane (substance)', 'Immunosuppressant (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
1538,NCT00088699,ketamine,373464007,Ketamine (substance),0.0,"[373469002, 59431004, 373265006]","['Hallucinogenic agent (substance)', 'Ketone (substance)', 'Analgesic (substance)']",Hallucinogenic agent (substance)
1550,NCT00089622,sineme,372587005,Doxepin (substance),13.4201,"[372720008, 767261009, 373282008]","['Antidepressant (substance)', 'Tricyclic compound (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
1552,NCT00089843,risedronate,387582001,Risedronate (substance),0.0031,"[50352000, 373301002]","['Organic phosphorus compound (substance)', 'Bone resorption inhibitor (substance)']",Organic phosphorus compound (substance)
1553,NCT00089843,risedronic acid,768539002,Risedronic acid (substance),0.0,"[50352000, 373301002]","['Organic phosphorus compound (substance)', 'Bone resorption inhibitor (substance)']",Organic phosphorus compound (substance)
1571,NCT00091897,rituximab,386919002,Rituximab (substance),0.0,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
1577,NCT00093847,ademetionine,441816007,Ademetionine (substance),0.0,"[373545003, 226355009]","['Replacement agent (substance)', 'Nutrients (substance)']",Replacement agent (substance)
1597,NCT00095251,gamma aminobutyric acid,259100002,Gamma-aminobutyric acid (substance),1.7287,"[226355009, 35069000]","['Nutrients (substance)', 'Neurotransmitter (substance)']",Nutrients (substance)
1608,NCT00096473,donepezil,386855006,Donepezil (substance),0.0,"[123682001, 59431004]","['Piperidine (substance)', 'Ketone (substance)']",Piperidine (substance)
1609,NCT00096473,donepezil hydrochloride,386856007,Donepezil hydrochloride (substance),0.0,"[123682001, 59431004]","['Piperidine (substance)', 'Ketone (substance)']",Piperidine (substance)
1614,NCT00096798,ethyl eicosapentanoic acid,226367006,Eicosapentaenoic acid (substance),7.4331,"[31979005, 735971005, 226355009, 21847005]","['Fatty acid (substance)', 'Fish (substance)', 'Nutrients (substance)', 'Oil (substance)']",Fatty acid (substance)
1615,NCT00096798,ethyl-eicosapentanoic acid,226367006,Eicosapentaenoic acid (substance),7.4946,"[31979005, 735971005, 226355009, 21847005]","['Fatty acid (substance)', 'Fish (substance)', 'Nutrients (substance)', 'Oil (substance)']",Fatty acid (substance)
1616,NCT00096798,icosapent ethyl,226367006,Eicosapentaenoic acid (substance),11.289,"[31979005, 735971005, 226355009, 21847005]","['Fatty acid (substance)', 'Fish (substance)', 'Nutrients (substance)', 'Oil (substance)']",Fatty acid (substance)
1625,NCT00097188,rituximab,386919002,Rituximab (substance),0.0,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
1632,NCT00097474,hydrocortisone,396458002,Hydrocortisone (substance),0.0,"[304275008, 79580006]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Adrenal hormone (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
1642,NCT00097760,natalizumab,414805007,Natalizumab (substance),0.0,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
1665,NCT00100074,lobeline,91403002,Lobeline (substance),0.0,"[123682001, 59431004]","['Piperidine (substance)', 'Ketone (substance)']",Piperidine (substance)
1678,NCT00100464,paroxetine,372595009,Paroxetine (substance),0.0,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
1681,NCT00100802,temozolomide,387009002,Temozolomide (substance),0.0,"[373244000, 860774001]","['Immunologic agent (substance)', 'Triazene (substance)']",Immunologic agent (substance)
1685,NCT00101452,ademetionine,441816007,Ademetionine (substance),0.0,"[373545003, 226355009]","['Replacement agent (substance)', 'Nutrients (substance)']",Replacement agent (substance)
1686,NCT00101452,escitalopram,400447003,Escitalopram (substance),0.0,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
1724,NCT00104273,donepezil,386855006,Donepezil (substance),0.0,"[123682001, 59431004]","['Piperidine (substance)', 'Ketone (substance)']",Piperidine (substance)
1727,NCT00104299,rituximab,386919002,Rituximab (substance),0.0,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
1736,NCT00104598,bupropion,387564004,Bupropion (substance),0.0063,"[372720008, 80322001, 59431004]","['Antidepressant (substance)', 'Synthetic alkaloid (substance)', 'Ketone (substance)']",Antidepressant (substance)
1737,NCT00104598,buproprion,387564004,Bupropion (substance),6.1171,"[372720008, 80322001, 59431004]","['Antidepressant (substance)', 'Synthetic alkaloid (substance)', 'Ketone (substance)']",Antidepressant (substance)
1746,NCT00105508,sarizotan hc1,91521001,Corticosterone (substance),13.5034,"[304275008, 79580006]","['Corticosteroid and/or corticosteroid derivative (substance)', 'Adrenal hormone (substance)']",Corticosteroid and/or corticosteroid derivative (substance)
1751,NCT00105586,escitalopram,400447003,Escitalopram (substance),0.0,"[372720008, 373282008]","['Antidepressant (substance)', 'Anxiolytic agent (substance)']",Antidepressant (substance)
1753,NCT00106106,diazepam,387264003,Diazepam (substance),0.0079,"[372585002, 373282008, 413639003, 372614000]","['Hypnotic agent (substance)', 'Anxiolytic agent (substance)', 'Benzazepine (substance)', 'Sedative (substance)']",Hypnotic agent (substance)
1755,NCT00106184,rituximab,386919002,Rituximab (substance),0.0,"[68498002, 372823004]","['Antibody (substance)', 'Immunosuppressant (substance)']",Antibody (substance)
1761,NCT00106860,benzodiazepine drug,372664007,Benzodiazepine (substance),3.0039,"[372585002, 373282008, 413639003, 372614000]","['Hypnotic agent (substance)', 'Anxiolytic agent (substance)', 'Benzazepine (substance)', 'Sedative (substance)']",Hypnotic agent (substance)
1765,NCT00107471,filgrastim,386948008,Filgrastim (substance),0.0,"[372559001, 407073003]","['Colony stimulating factor (substance)', 'Recombinant protein (substance)']",Colony stimulating factor (substance)
1787,NCT00108498,mirtazapine,386847004,Mirtazapine (substance),0.0,"[372720008, 413639003]","['Antidepressant (substance)', 'Benzazepine (substance)']",Antidepressant (substance)
