,nct_id,canonical_aact_conditions,snomed_termid,aact_snomed_term_canonical_conditions,aact_cdist_conditions,Top_Concept,Top_Concept_Canonical,Top_Concept_Canonical_First
1775,NCT00169611,neurofibromatosis 1,92824003,Neurofibromatosis type 1 (disorder),0.002,"[402874001, 363235000, 126950007]","['Neoplasm of nerve sheath origin (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Neoplasm of nervous system (disorder)']",Neoplasm of nerve sheath origin (disorder)
1805,NCT00175123,meningomyelocele,414667000,Meningomyelocele (disorder),0.0,"[48522003, 88425004, 249491000119100]","['Spinal cord disorder (disorder)', 'Congenital anomaly of nervous system (disorder)', 'Structural developmental anomalies of neurenteric canal (disorder)']",Spinal cord disorder (disorder)
1806,NCT00175123,myelomeningocele,414667000,Meningomyelocele (disorder),0.0,"[48522003, 88425004, 249491000119100]","['Spinal cord disorder (disorder)', 'Congenital anomaly of nervous system (disorder)', 'Structural developmental anomalies of neurenteric canal (disorder)']",Spinal cord disorder (disorder)
1824,NCT00176449,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
1828,NCT00176904,"leukodystrophy, globoid cell",192782005,Galactosylceramide beta-galactosidase deficiency (disorder),3.0787,"[363235000, 238028008]","['Hereditary disorder of nervous system (disorder)', 'Sphingolipidosis (disorder)']",Hereditary disorder of nervous system (disorder)
1830,NCT00176904,metachromatic leukodystrophy,396338004,Metachromatic leucodystrophy (disorder),0.0053,"[363235000, 238028008]","['Hereditary disorder of nervous system (disorder)', 'Sphingolipidosis (disorder)']",Hereditary disorder of nervous system (disorder)
1831,NCT00176904,"leukodystrophy, metachromatic",396338004,Metachromatic leucodystrophy (disorder),3.0331,"[363235000, 238028008]","['Hereditary disorder of nervous system (disorder)', 'Sphingolipidosis (disorder)']",Hereditary disorder of nervous system (disorder)
1862,NCT00178919,pure autonomic failure,84438001,Pure autonomic failure (disorder),0.002,"[15241006, 28651003]","['Disorder of autonomic nervous system (disorder)', 'Orthostatic hypotension (disorder)']",Disorder of autonomic nervous system (disorder)
1948,NCT00186446,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
1951,NCT00187057,ataxia-telangiectasia,68504005,Ataxia-telangiectasia syndrome (disorder),2.2362,"[48522003, 363235000]","['Spinal cord disorder (disorder)', 'Hereditary disorder of nervous system (disorder)']",Spinal cord disorder (disorder)
1952,NCT00187057,ataxia telangiectasia,68504005,Ataxia-telangiectasia syndrome (disorder),0.0039,"[48522003, 363235000]","['Spinal cord disorder (disorder)', 'Hereditary disorder of nervous system (disorder)']",Spinal cord disorder (disorder)
1967,NCT00190450,huntington disease,58756001,Huntington's chorea (disorder),0.0,"[15802004, 271700006, 363235000, 257277002, 78689005]","['Dystonia (disorder)', 'Chorea (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Combined disorder of muscle AND peripheral nerve (disorder)', 'Chronic brain syndrome (disorder)']",Dystonia (disorder)
2009,NCT00196716,fabry disease,16652001,Fabry's disease (disorder),0.0041,"[363235000, 238028008]","['Hereditary disorder of nervous system (disorder)', 'Sphingolipidosis (disorder)']",Hereditary disorder of nervous system (disorder)
2081,NCT00203229,trigeminal neuralgia,31681005,Trigeminal neuralgia (disorder),0.0,"[64309007, 23096007]","['Trigeminal nerve disorder (disorder)', 'Cranial neuralgia (disorder)']",Trigeminal nerve disorder (disorder)
2175,NCT00208858,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
2233,NCT00212316,huntington disease,58756001,Huntington's chorea (disorder),0.0,"[15802004, 271700006, 363235000, 257277002, 78689005]","['Dystonia (disorder)', 'Chorea (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Combined disorder of muscle AND peripheral nerve (disorder)', 'Chronic brain syndrome (disorder)']",Dystonia (disorder)
2234,NCT00212355,hepatolenticular degeneration,88518009,Wilson's disease (disorder),0.0046,"[271700006, 363235000]","['Chorea (disorder)', 'Hereditary disorder of nervous system (disorder)']",Chorea (disorder)
2255,NCT00214500,fabry disease,16652001,Fabry's disease (disorder),0.0041,"[363235000, 238028008]","['Hereditary disorder of nervous system (disorder)', 'Sphingolipidosis (disorder)']",Hereditary disorder of nervous system (disorder)
2275,NCT00216268,japanese encephalitis,52947006,Japanese encephalitis virus disease (disorder),0.002,"[128117002, 45170000]","['Infectious disease of central nervous system (disorder)', 'Encephalitis (disorder)']",Infectious disease of central nervous system (disorder)
2276,NCT00216268,"encephalitis, japanese",52947006,Japanese encephalitis virus disease (disorder),0.0066,"[128117002, 45170000]","['Infectious disease of central nervous system (disorder)', 'Encephalitis (disorder)']",Infectious disease of central nervous system (disorder)
2314,NCT00218114,attention deficit and disruptive behavior disorders,35253001,"Attention deficit hyperactivity disorder, predominantly inattentive type (disorder)",7.7282,"[406506008, 54319003]","['Attention deficit hyperactivity disorder (disorder)', 'Disruptive behavior disorder (disorder)']",Attention deficit hyperactivity disorder (disorder)
2315,NCT00218140,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
2316,NCT00218153,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
2318,NCT00218218,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
2320,NCT00218231,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
2322,NCT00218244,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
2324,NCT00218270,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
2325,NCT00218283,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
2326,NCT00218296,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
2332,NCT00218439,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
2333,NCT00218465,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
2414,NCT00224640,friedreich ataxia,10394003,Friedreich ataxia (disorder),0.0065,"[48522003, 85102008, 363235000, 78689005]","['Spinal cord disorder (disorder)', 'Cerebellar ataxia (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Chronic brain syndrome (disorder)']",Spinal cord disorder (disorder)
2448,NCT00227266,spinal muscular atrophy,5262007,Spinal muscular atrophy (disorder),0.0059,"[37340000, 363235000]","['Motor neuron disease (disorder)', 'Hereditary disorder of nervous system (disorder)']",Motor neuron disease (disorder)
2449,NCT00227266,"muscular atrophy, spinal",5262007,Spinal muscular atrophy (disorder),2.2209,"[37340000, 363235000]","['Motor neuron disease (disorder)', 'Hereditary disorder of nervous system (disorder)']",Motor neuron disease (disorder)
2482,NCT00229632,friedreich ataxia,10394003,Friedreich ataxia (disorder),0.0065,"[48522003, 85102008, 363235000, 78689005]","['Spinal cord disorder (disorder)', 'Cerebellar ataxia (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Chronic brain syndrome (disorder)']",Spinal cord disorder (disorder)
2486,NCT00230607,fabry disease,16652001,Fabry's disease (disorder),0.0041,"[363235000, 238028008]","['Hereditary disorder of nervous system (disorder)', 'Sphingolipidosis (disorder)']",Hereditary disorder of nervous system (disorder)
2527,NCT00233519,myotonic dystrophy,1177122009,Myotonic dystrophy (disorder),0.0,"[193237003, 73297009]","['Myotonic disorder (disorder)', 'Muscular dystrophy (disorder)']",Myotonic disorder (disorder)
2558,NCT00236444,attention deficit and disruptive behavior disorders,35253001,"Attention deficit hyperactivity disorder, predominantly inattentive type (disorder)",7.7282,"[406506008, 54319003]","['Attention deficit hyperactivity disorder (disorder)', 'Disruptive behavior disorder (disorder)']",Attention deficit hyperactivity disorder (disorder)
2561,NCT00236470,attention deficit and disruptive behavior disorders,35253001,"Attention deficit hyperactivity disorder, predominantly inattentive type (disorder)",7.7282,"[406506008, 54319003]","['Attention deficit hyperactivity disorder (disorder)', 'Disruptive behavior disorder (disorder)']",Attention deficit hyperactivity disorder (disorder)
2690,NCT00244374,"substance abuse, intravenous",145101000119102,Intravenous cocaine abuse (disorder),11.3694,"[1187220002, 91388009]","['Disorder caused by cocaine (disorder)', 'Psychoactive substance abuse (disorder)']",Disorder caused by cocaine (disorder)
2727,NCT00248118,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
2762,NCT00249769,"encephalitis, japanese",52947006,Japanese encephalitis virus disease (disorder),0.0066,"[128117002, 45170000]","['Infectious disease of central nervous system (disorder)', 'Encephalitis (disorder)']",Infectious disease of central nervous system (disorder)
2765,NCT00250354,attention deficit and disruptive behavior disorders,35253001,"Attention deficit hyperactivity disorder, predominantly inattentive type (disorder)",7.7282,"[406506008, 54319003]","['Attention deficit hyperactivity disorder (disorder)', 'Disruptive behavior disorder (disorder)']",Attention deficit hyperactivity disorder (disorder)
2866,NCT00257894,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
2867,NCT00257894,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
2871,NCT00258479,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
2903,NCT00261508,rett syndrome,68618008,Rett syndrome (disorder),0.0,"[35919005, 363235000, 110359009, 78689005]","['Pervasive developmental disorder (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Intellectual disability (disorder)', 'Chronic brain syndrome (disorder)']",Pervasive developmental disorder (disorder)
2936,NCT00266214,carpal tunnel syndrome,57406009,Carpal tunnel syndrome (disorder),0.0,"[397828008, 128189008]","['Median neuropathy (disorder)', 'Mononeuropathy (disorder)']",Median neuropathy (disorder)
2938,NCT00266552,attention deficit and disruptive behavior disorders,35253001,"Attention deficit hyperactivity disorder, predominantly inattentive type (disorder)",7.7282,"[406506008, 54319003]","['Attention deficit hyperactivity disorder (disorder)', 'Disruptive behavior disorder (disorder)']",Attention deficit hyperactivity disorder (disorder)
2951,NCT00267813,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
2962,NCT00270231,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
2966,NCT00271206,tobacco use disorder,89765005,Tobacco dependence syndrome (disorder),8.4497,"[91388009, 56294008]","['Psychoactive substance abuse (disorder)', 'Nicotine dependence (disorder)']",Psychoactive substance abuse (disorder)
2968,NCT00271479,"meningitis, meningococcal",192644005,Meningococcal meningitis (disorder),2.192,"[128117002, 7180009]","['Infectious disease of central nervous system (disorder)', 'Meningitis (disorder)']",Infectious disease of central nervous system (disorder)
2970,NCT00271596,huntington disease,58756001,Huntington's chorea (disorder),0.0,"[15802004, 271700006, 363235000, 257277002, 78689005]","['Dystonia (disorder)', 'Chorea (disorder)', 'Hereditary disorder of nervous system (disorder)', 'Combined disorder of muscle AND peripheral nerve (disorder)', 'Chronic brain syndrome (disorder)']",Dystonia (disorder)
3003,NCT00276315,hemifacial spasm,13753008,Hemifacial spasm (disorder),0.0053,"[422426003, 257277002]","['Facial nerve disorder (disorder)', 'Combined disorder of muscle AND peripheral nerve (disorder)']",Facial nerve disorder (disorder)
