,nct_id,aact_snomed_term_canonical_conditions,aact_top_concept_canonical_first_conditions
297,NCT00004728,Cerebral infarction (disorder)|Cerebrovascular accident (disorder),Cerebral infarction (disorder)|Cerebrovascular accident (disorder)
298,NCT00004730,Concussion injury of brain (disorder)|Cerebral trauma (disorder)|Traumatic or nontraumatic brain injury (disorder),Traumatic brain injury (disorder)|Traumatic or nontraumatic brain injury (disorder)
299,NCT00004731,Parkinson's disease (disorder),Parkinsonism (disorder)
300,NCT00004733,Parkinson's disease (disorder),Parkinsonism (disorder)
301,NCT00004734,Cerebral infarction (disorder)|Cerebrovascular accident (disorder),Cerebral infarction (disorder)|Cerebrovascular accident (disorder)
302,NCT00004744,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
303,NCT00004758,Cryptogenic late-onset epileptic spasms (disorder)|Epilepsy (disorder),Seizure disorder (disorder)
304,NCT00004759,Spinal cord injury (disorder),Spinal cord disorder (disorder)
305,NCT00004770,Mitochondrial myopathy (disorder),Mitochondrial myopathy (disorder)
306,NCT00004771,Bulbospinal neuronopathy (disorder)|Amyotrophic lateral sclerosis (disorder)|Spinal muscular atrophy (disorder),Motor neuron disease (disorder)
307,NCT00004772,Chronic inflammatory demyelinating polyradiculoneuropathy (disorder),Polyneuropathy (disorder)
308,NCT00004776,Lennox-Gastaut syndrome (disorder),Seizure disorder (disorder)
309,NCT00004796,Hepatic encephalopathy (disorder),Metabolic encephalopathy (disorder)
310,NCT00004802,Familial hypokalemic periodic paralysis (disorder)|Familial hyperkalemic periodic paralysis (disorder),Familial hypokalemic periodic paralysis (disorder)|Familial hyperkalemic periodic paralysis (disorder)
311,NCT00004807,Rett syndrome (disorder),Pervasive developmental disorder (disorder)
312,NCT00004814,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
313,NCT00004816,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
314,NCT00004817,Cerebral trauma (disorder)|Post-traumatic epilepsy (disorder),Traumatic brain injury (disorder)|Seizure disorder (disorder)
315,NCT00004826,Parkinson's disease (disorder),Parkinsonism (disorder)
316,NCT00004833,Guillain-Barré syndrome (disorder),Autoimmune inflammation of nerve (disorder)
317,NCT00004834,Panic disorder (disorder),Anxiety disorder (disorder)
318,NCT00004845,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
319,NCT00004939,Chronic inflammatory demyelinating polyradiculoneuropathy (disorder),Polyneuropathy (disorder)
320,NCT00005015,Bipolar disorder (disorder)|Depressive disorder (disorder),Bipolar disorder (disorder)|Depressive disorder (disorder)
321,NCT00005571,Dermatomyositis (disorder),Myositis (disorder)
322,NCT00005574,Duchenne muscular dystrophy (disorder),Muscular dystrophy (disorder)
323,NCT00005658,Psychotic disorder (disorder)|Schizophrenia (disorder),Psychotic disorder (disorder)|Schizophrenia (disorder)
324,NCT00005674,Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
325,NCT00005766,Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
326,NCT00005812,Neoplasm of central nervous system (disorder)|Neoplasm of brain (disorder),Neoplasm of nervous system (disorder)
327,NCT00005850,Anxiety disorder (disorder)|Depressive disorder (disorder),Anxiety disorder (disorder)|Depressive disorder (disorder)
328,NCT00005903,Progressive supranuclear palsy (disorder),Chronic brain syndrome (disorder)
329,NCT00005925,Epilepsy (disorder),Seizure disorder (disorder)
330,NCT00006024,Neoplasm of central nervous system (disorder)|Neoplasm of brain (disorder),Neoplasm of nervous system (disorder)
331,NCT00006055,Giant cell arteritis (disorder),Giant cell arteritis (disorder)
332,NCT00006072,Disorder of the peripheral nervous system (disorder),Disorder of the peripheral nervous system (disorder)
333,NCT00006077,Parkinson's disease (disorder),Parkinsonism (disorder)
334,NCT00006170,Tobacco dependence syndrome (disorder),Psychoactive substance abuse (disorder)
335,NCT00006180,Depressive disorder (disorder),Depressive disorder (disorder)
336,NCT00006187,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
337,NCT00006195,Schizophrenia (disorder),Schizophrenia (disorder)
338,NCT00006204,Depressive disorder (disorder),Depressive disorder (disorder)
339,NCT00006286,Depressive disorder (disorder),Depressive disorder (disorder)
340,NCT00006289,"Complex regional pain syndrome, type II (disorder)",Complex regional pain syndrome (disorder)
341,NCT00006337,Parkinson's disease (disorder),Parkinsonism (disorder)
342,NCT00006349,Delirium (disorder)|Depressive disorder (disorder),Confusional state (disorder)|Depressive disorder (disorder)
343,NCT00006399,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
344,NCT00006428,Spinal cord injury (disorder),Spinal cord disorder (disorder)
345,NCT00006448,Spinal cord injury (disorder),Spinal cord disorder (disorder)
346,NCT00006450,Neoplasm of brain (disorder),Neoplasm of nervous system (disorder)
347,NCT00006488,Parkinson's disease (disorder),Parkinsonism (disorder)
348,NCT00006489,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
349,NCT00007020,Adrenoleukodystrophy (disorder)|Zellweger syndrome (disorder)|Infantile Refsum's disease (disorder),Hereditary disorder of nervous system (disorder)|Zellweger syndrome (disorder)|Infantile Refsum's disease (disorder)
350,NCT00007189,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
351,NCT00007501,Postherpetic neuralgia (disorder),Postherpetic neuralgia (disorder)
352,NCT00007605,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
353,NCT00007670,Seizure disorder (disorder),Seizure disorder (disorder)
354,NCT00007774,Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder),Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder)
355,NCT00009048,Parkinson's disease (disorder),Parkinsonism (disorder)
356,NCT00009178,Bulimia nervosa (disorder),Behavioral syndrome associated with physiological disturbance and physical factors (disorder)
357,NCT00009191,Alzheimer's disease (disorder)|Depressive disorder (disorder),Alzheimer's disease (disorder)|Depressive disorder (disorder)
358,NCT00009204,Alzheimer's disease (disorder)|Vascular dementia (disorder)|Dementia (disorder),Alzheimer's disease (disorder)|Vascular dementia (disorder)|Dementia (disorder)
359,NCT00009217,Alzheimer's disease (disorder)|Psychotic disorder (disorder),Alzheimer's disease (disorder)|Psychotic disorder (disorder)
360,NCT00009230,Organic memory impairment (disorder),Organic memory impairment (disorder)
361,NCT00009620,Intracranial hemorrhage (disorder),Intracranial hemorrhage (disorder)
362,NCT00009672,Sciatica (disorder)|Nerve root disorder (disorder),Sciatica (disorder)|Nerve root disorder (disorder)
363,NCT00010335,Dermatomyositis (disorder),Myositis (disorder)
364,NCT00010803,Alzheimer's disease (disorder)|Dementia (disorder),Alzheimer's disease (disorder)|Dementia (disorder)
365,NCT00010842,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
366,NCT00010868,Bipolar disorder (disorder),Bipolar disorder (disorder)
367,NCT00010881,Disorder of nervous system (disorder),Disorder of nervous system (disorder)
368,NCT00010920,Dementia (disorder)|Organic memory impairment (disorder),Dementia (disorder)|Organic memory impairment (disorder)
369,NCT00011375,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
370,NCT00011804,Sciatica (disorder),Sciatica (disorder)
371,NCT00012454,Transient ischemic attack (disorder)|Cerebrovascular accident (disorder),Transient ischemic attack (disorder)|Cerebrovascular accident (disorder)
372,NCT00012467,Cryptococcal meningitis (disorder),Infectious disease of central nervous system (disorder)
373,NCT00012558,Bipolar disorder (disorder),Bipolar disorder (disorder)
374,NCT00012584,Separation anxiety (disorder),Anxiety disorder (disorder)
375,NCT00013182,Alzheimer's disease (disorder)|Disorder of sleep-wake cycle (disorder),Alzheimer's disease (disorder)|Dyssomnia (disorder)
376,NCT00013585,Cognitive disorder (disorder),Cognitive disorder (disorder)
377,NCT00013624,Parkinson's disease (disorder),Parkinsonism (disorder)
378,NCT00013650,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
379,NCT00013923,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
380,NCT00014001,Schizophrenia (disorder),Schizophrenia (disorder)
381,NCT00014755,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
382,NCT00014989,Cerebral palsy (disorder)|Periventricular leukomalacia (disorder),Cerebral palsy (disorder)|Periventricular leukomalacia (disorder)
383,NCT00015028,Substance-related disorders,Substance-related disorders
384,NCT00015041,Substance-related disorders,Substance-related disorders
385,NCT00015054,Disorder caused by cocaine (disorder),Disorder caused by cocaine (disorder)
386,NCT00015067,Disorder caused by cocaine (disorder),Disorder caused by cocaine (disorder)
387,NCT00015080,Disorder caused by cocaine (disorder),Disorder caused by cocaine (disorder)
388,NCT00015106,Disorder caused by cocaine (disorder),Disorder caused by cocaine (disorder)
389,NCT00015132,Disorder caused by cocaine (disorder),Disorder caused by cocaine (disorder)
390,NCT00015171,Substance-related disorders,Substance-related disorders
391,NCT00015210,Substance-related disorders|Disorder caused by cocaine (disorder),Substance-related disorders|Disorder caused by cocaine (disorder)
392,NCT00015223,Substance-related disorders|Disorder caused by cocaine (disorder),Substance-related disorders|Disorder caused by cocaine (disorder)
393,NCT00015249,Substance-related disorders|Disorder caused by cocaine (disorder),Substance-related disorders|Disorder caused by cocaine (disorder)
394,NCT00015301,Substance-related disorders|Disorder caused by cocaine (disorder),Substance-related disorders|Disorder caused by cocaine (disorder)
395,NCT00015340,Substance-related disorders,Substance-related disorders
396,NCT00015548,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
397,NCT00015769,Bipolar disorder (disorder),Bipolar disorder (disorder)
398,NCT00015808,Friedreich ataxia (disorder),Spinal cord disorder (disorder)
399,NCT00016653,Duchenne muscular dystrophy (disorder),Muscular dystrophy (disorder)
400,NCT00016679,Essential tremor (disorder),Essential tremor (disorder)
401,NCT00017628,Multiple sclerosis (disorder),Multiple sclerosis (disorder)
402,NCT00017940,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
403,NCT00018057,Anxiety disorder (disorder),Anxiety disorder (disorder)
404,NCT00018109,Duchenne muscular dystrophy (disorder),Muscular dystrophy (disorder)
405,NCT00018174,Depressive disorder (disorder),Depressive disorder (disorder)
406,NCT00018200,Sciatica (disorder),Sciatica (disorder)
407,NCT00018278,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
408,NCT00018291,Alzheimer's disease (disorder)|Dementia (disorder),Alzheimer's disease (disorder)|Dementia (disorder)
409,NCT00018343,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
410,NCT00018356,Muscle atrophy (disorder),Muscle atrophy (disorder)
411,NCT00018382,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
412,NCT00018564,Essential tremor (disorder),Essential tremor (disorder)
413,NCT00018603,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
414,NCT00018642,Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder),Schizoaffective disorder (disorder)|Psychotic disorder (disorder)|Schizophrenia (disorder)
415,NCT00018668,Schizophrenia (disorder),Schizophrenia (disorder)
416,NCT00018733,Depressive disorder (disorder),Depressive disorder (disorder)
417,NCT00018759,Depressive disorder (disorder),Depressive disorder (disorder)
418,NCT00018824,Depressive disorder (disorder),Depressive disorder (disorder)
419,NCT00018850,Schizophrenia (disorder),Schizophrenia (disorder)
420,NCT00018902,Depressive disorder (disorder),Depressive disorder (disorder)
421,NCT00019630,Neoplasm of brain (disorder),Neoplasm of nervous system (disorder)
422,NCT00021528,Depressive disorder (disorder),Depressive disorder (disorder)
423,NCT00021541,Neurofibromatosis type 1 (disorder)|Plexiform neurofibroma (disorder),Neoplasm of nerve sheath origin (disorder)
424,NCT00021697,Amyotrophic lateral sclerosis (disorder),Motor neuron disease (disorder)
425,NCT00021723,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
426,NCT00022074,Anxiety disorder (disorder)|Depressive disorder (disorder),Anxiety disorder (disorder)|Depressive disorder (disorder)
427,NCT00023283,Intravenous cocaine abuse (disorder),Disorder caused by cocaine (disorder)
428,NCT00023634,Neoplasm of brain (disorder),Neoplasm of nervous system (disorder)
429,NCT00024531,Alzheimer's disease (disorder),Alzheimer's disease (disorder)
430,NCT00025740,Posttraumatic stress disorder (disorder),Anxiety disorder (disorder)
431,NCT00025779,Pervasive developmental disorder (disorder),Pervasive developmental disorder (disorder)
432,NCT00025792,Bipolar disorder (disorder),Bipolar disorder (disorder)
433,NCT00025896,Glycogen storage disease due to acid maltase deficiency (disorder),Glycogen storage disease due to acid maltase deficiency (disorder)
434,NCT00026039,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
435,NCT00026052,Depressive disorder (disorder),Depressive disorder (disorder)
436,NCT00026585,Bipolar disorder (disorder),Bipolar disorder (disorder)
437,NCT00026637,Depressive disorder (disorder)|Epilepsy (disorder),Depressive disorder (disorder)|Seizure disorder (disorder)
438,NCT00026988,Huntington's chorea (disorder),Dystonia (disorder)
439,NCT00027066,Cerebrovascular accident (disorder),Cerebrovascular accident (disorder)
