,nct_id,start_date,start_year,allocation,masking,were_results_reported,lead_or_collaborator,sponsor_name,agency_class,phase,agency_class_refined
158068,NCT00046813,2001-08-31,2001.0,,Double,False,lead,National Institute on Drug Abuse (NIDA),NIH,Phase 4,NIH
158072,NCT00047320,2004-01-31,2004.0,,None (Open Label),True,lead,Children's Oncology Group,NETWORK,Phase 2,NETWORK
168460,NCT00047450,2001-09-30,2001.0,Randomized,Double,False,lead,Veterans Medical Research Foundation,OTHER,Not Applicable,OTHER
168544,NCT00047567,2002-07-31,2002.0,Non-Randomized,None (Open Label),False,lead,Elan Pharmaceuticals,INDUSTRY,Phase 4,INDUSTRY
168546,NCT00047580,2002-06-30,2002.0,Randomized,None (Open Label),False,lead,Elan Pharmaceuticals,INDUSTRY,Phase 3,INDUSTRY
168741,NCT00047671,2002-06-30,2002.0,Non-Randomized,None (Open Label),False,lead,National Institute of Mental Health (NIMH),NIH,Phase 4,NIH
168751,NCT00047723,2003-01-31,2003.0,Randomized,Double,False,lead,National Institute of Neurological Disorders and Stroke (NINDS),NIH,Phase 3,NIH
168847,NCT00048646,2002-05-31,2002.0,Randomized,Quadruple,False,lead,David Wright,OTHER,Phase 1/Phase 2,OTHER
168853,NCT00048802,2002-08-31,2002.0,Randomized,Double,False,lead,Northwell Health,OTHER,Phase 4,OTHER
168857,NCT00048815,2003-02-28,2003.0,Randomized,Double,True,lead,Massachusetts General Hospital,OTHER,Not Applicable,HOSPITAL
168881,NCT00048828,2001-10-31,2001.0,Randomized,Quadruple,False,lead,Northwell Health,OTHER,Phase 4,OTHER
168899,NCT00048906,2002-11-30,2002.0,,,False,lead,National Institute of Neurological Disorders and Stroke (NINDS),NIH,Phase 2,NIH
168902,NCT00049803,2000-12-31,2000.0,Randomized,Double,False,lead,Orphan Medical,INDUSTRY,Phase 3,INDUSTRY
169307,NCT00049946,2002-10-31,2002.0,Randomized,Double,False,lead,GlaxoSmithKline,INDUSTRY,Phase 2,INDUSTRY
169409,NCT00050206,2002-11-30,2002.0,Randomized,Double,False,lead,Eli Lilly and Company,INDUSTRY,Phase 4,INDUSTRY
169413,NCT00050232,2002-12-31,2002.0,Randomized,Double,False,lead,Avanir Pharmaceuticals,INDUSTRY,Phase 3,INDUSTRY
169473,NCT00050245,2002-11-27,2002.0,,,False,lead,National Institute of Neurological Disorders and Stroke (NINDS),NIH,Phase 2,NIH
169666,NCT00050778,2002-12-31,2002.0,Randomized,Single,True,lead,"Genzyme, a Sanofi Company",INDUSTRY,Phase 2,INDUSTRY
171136,NCT00050804,2002-12-31,2002.0,,,False,lead,National Institute of Mental Health (NIMH),NIH,Phase 4,NIH
171139,NCT00050934,2002-06-30,2002.0,,,False,lead,Novartis Pharmaceuticals,INDUSTRY,Phase 3,INDUSTRY
171859,NCT00050947,2002-07-31,2002.0,,,False,lead,Novartis Pharmaceuticals,INDUSTRY,Phase 3,INDUSTRY
172267,NCT00051298,2002-11-30,2002.0,Randomized,Double,False,lead,Eli Lilly and Company,INDUSTRY,Phase 3,INDUSTRY
172467,NCT00051402,2002-12-31,2002.0,Randomized,Double,False,lead,National Center for Complementary and Integrative Health (NCCIH),NIH,Phase 2,NIH
172482,NCT00051896,2002-08-31,2002.0,,Double,False,lead,National Institute on Drug Abuse (NIDA),NIH,Phase 1,NIH
172484,NCT00051909,2002-11-30,2002.0,Randomized,Double,False,lead,Eli Lilly and Company,INDUSTRY,Phase 2,INDUSTRY
172511,NCT00051935,2003-01-31,2003.0,Non-Randomized,None (Open Label),False,lead,"Genzyme, a Sanofi Company",INDUSTRY,Phase 2,INDUSTRY
172523,NCT00052078,2003-01-31,2003.0,Randomized,Quadruple,True,lead,Johns Hopkins University,OTHER,Phase 3,UNIVERSITY
172593,NCT00053417,2003-02-28,2003.0,Randomized,Quadruple,True,lead,Acorda Therapeutics,INDUSTRY,Phase 2,INDUSTRY
172743,NCT00053573,2003-02-28,2003.0,Non-Randomized,None (Open Label),False,lead,"Genzyme, a Sanofi Company",INDUSTRY,Phase 1/Phase 2,INDUSTRY
173031,NCT00053599,2002-12-31,2002.0,Randomized,Double,False,lead,National Institute on Aging (NIA),NIH,Phase 3,NIH
173307,NCT00053677,2002-12-31,2002.0,Randomized,Triple,True,lead,University of Chicago,OTHER,Phase 3,UNIVERSITY
173315,NCT00053703,2002-02-28,2002.0,Randomized,Quadruple,True,lead,"University of North Carolina, Chapel Hill",OTHER,Phase 4,UNIVERSITY
173339,NCT00053937,2002-12-31,2002.0,,None (Open Label),False,lead,National Cancer Institute (NCI),NIH,Phase 1,NIH
173399,NCT00054704,2003-02-28,2003.0,Randomized,Double,True,lead,National Institute of Mental Health (NIMH),NIH,Phase 2,NIH
173401,NCT00054730,2002-06-30,2002.0,Randomized,Double,False,lead,RespireRx,INDUSTRY,Phase 2,INDUSTRY
173417,NCT00054756,2003-02-07,2003.0,,None (Open Label),True,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,Phase 2,NIH
177118,NCT00055393,2002-07-31,2002.0,Randomized,Double,False,lead,University of Iowa,OTHER,Not Applicable,UNIVERSITY
177122,NCT00055484,2002-03-31,2002.0,Randomized,Double,False,lead,Elan Pharmaceuticals,INDUSTRY,Phase 2,INDUSTRY
177161,NCT00055549,2003-03-04,2003.0,,,False,lead,National Institute of Neurological Disorders and Stroke (NINDS),NIH,Phase 1,NIH
177164,NCT00055575,2003-02-27,2003.0,Non-Randomized,Quadruple,False,lead,National Institute of Mental Health (NIMH),NIH,Phase 2,NIH
177171,NCT00056199,2003-03-31,2003.0,,,False,lead,National Eye Institute (NEI),NIH,Phase 1,NIH
177174,NCT00056225,2003-01-31,2003.0,Randomized,Double,False,lead,National Institute on Aging (NIA),NIH,Phase 3,NIH
177402,NCT00056238,2003-02-28,2003.0,Randomized,Double,False,lead,Bellus Health Inc. - a GSK company,INDUSTRY,Phase 2,INDUSTRY
177442,NCT00056277,2003-02-27,2003.0,Randomized,Double,False,lead,GlaxoSmithKline,INDUSTRY,Phase 3,INDUSTRY
177482,NCT00056290,2002-12-31,2002.0,Randomized,Triple,False,lead,"Losordo, Douglas, M.D.",INDIV,Phase 1/Phase 2,INDIV
177502,NCT00056329,2002-04-30,2002.0,Randomized,Quadruple,False,lead,New York State Institute for Basic Research,OTHER_GOV,Phase 3,OTHER_GOV
179618,NCT00056498,2001-12-31,2001.0,Randomized,Quadruple,True,lead,"University of Maryland, Baltimore",OTHER,Phase 4,UNIVERSITY
179627,NCT00056524,2003-02-28,2003.0,Non-Randomized,None (Open Label),False,lead,Avanir Pharmaceuticals,INDUSTRY,Phase 3,INDUSTRY
180179,NCT00056576,2002-02-28,2002.0,Randomized,Double,False,lead,Eisai Inc.,INDUSTRY,Phase 3,INDUSTRY
180707,NCT00056810,2002-09-30,2002.0,Randomized,Double,False,lead,FDA Office of Orphan Products Development,FED,Phase 2,FED
180804,NCT00057278,2003-03-31,2003.0,Randomized,Double,False,lead,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,Phase 2/Phase 3,NIH
180815,NCT00057551,2003-04-30,2003.0,Randomized,None (Open Label),True,lead,Weill Medical College of Cornell University,OTHER,Phase 4,UNIVERSITY
180879,NCT00057577,2002-10-31,2002.0,Randomized,Single,True,lead,Vanderbilt University,OTHER,Phase 4,UNIVERSITY
180907,NCT00057642,2002-09-30,2002.0,,None (Open Label),False,lead,New York State Psychiatric Institute,OTHER,Not Applicable,OTHER
180915,NCT00057681,2003-02-28,2003.0,Randomized,None (Open Label),True,lead,Washington University School of Medicine,OTHER,Phase 3,UNIVERSITY
180935,NCT00057707,2003-03-26,2003.0,Randomized,,False,lead,National Institute of Mental Health (NIMH),NIH,Phase 1,NIH
181060,NCT00058071,2003-03-31,2003.0,Randomized,,False,lead,Gynecologic Oncology Group,NETWORK,Phase 3,NETWORK
181744,NCT00058838,2003-04-30,2003.0,Randomized,Double,False,lead,Pfizer,INDUSTRY,Phase 3,INDUSTRY
187414,NCT00059228,2003-04-17,2003.0,Randomized,Quadruple,True,lead,National Institute of Mental Health (NIMH),NIH,Phase 2,NIH
187417,NCT00059280,2003-04-30,2003.0,Randomized,None (Open Label),False,lead,"Genzyme, a Sanofi Company",INDUSTRY,Phase 2/Phase 3,INDUSTRY
187537,NCT00059306,2003-02-28,2003.0,Randomized,Double,False,lead,University of British Columbia,OTHER,Phase 3,UNIVERSITY
191569,NCT00059332,2005-01-31,2005.0,Randomized,Quadruple,True,lead,Jeffrey L. Saver,OTHER,Phase 3,OTHER
191616,NCT00060489,2002-09-30,2002.0,,,False,lead,AstraZeneca,INDUSTRY,Phase 3,INDUSTRY
191886,NCT00060866,2003-05-31,2003.0,,,False,lead,National Institute of Neurological Disorders and Stroke (NINDS),NIH,Phase 4,NIH
191889,NCT00060905,2003-01-31,2003.0,Randomized,Double,False,lead,Abbott,INDUSTRY,Phase 3,INDUSTRY
191934,NCT00061022,2003-05-31,2003.0,Randomized,Double,False,lead,AstraZeneca,INDUSTRY,Phase 3,INDUSTRY
277090,NCT00061113,2001-02-28,2001.0,Randomized,Quadruple,False,lead,National Institute on Drug Abuse (NIDA),NIH,Phase 4,NIH
277373,NCT00061789,2003-02-28,2003.0,,,False,lead,National Institute of Mental Health (NIMH),NIH,Phase 2,NIH
277376,NCT00061802,2003-06-30,2003.0,Randomized,Double,False,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY,Phase 4,INDUSTRY
277766,NCT00062478,2001-10-31,2001.0,Non-Randomized,None (Open Label),False,lead,"BioNumerik Pharmaceuticals, Inc.",INDUSTRY,Phase 2,INDUSTRY
277783,NCT00062673,2003-03-31,2003.0,Randomized,Double,False,lead,Eli Lilly and Company,INDUSTRY,Phase 3,INDUSTRY
277789,NCT00062738,2003-06-30,2003.0,Randomized,Quadruple,True,lead,"Rutgers, The State University of New Jersey",OTHER,Phase 2,UNIVERSITY
277808,NCT00063193,2003-05-31,2003.0,Randomized,Double,False,lead,University of Rochester,OTHER,Phase 2,UNIVERSITY
277817,NCT00063297,2003-05-31,2003.0,Randomized,Double,False,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY,Phase 2,INDUSTRY
277904,NCT00063310,2003-03-31,2003.0,Randomized,Double,False,lead,Voyager Pharmaceutical Corporation,INDUSTRY,Phase 2,INDUSTRY
277913,NCT00063323,2000-08-31,2000.0,Randomized,Quadruple,False,lead,National Institute on Drug Abuse (NIDA),NIH,Phase 3,NIH
277923,NCT00063362,2002-02-28,2002.0,Randomized,Quadruple,True,lead,University Hospitals Cleveland Medical Center,OTHER,Phase 3,UNIVERSITY
277931,NCT00064467,2003-06-30,2003.0,Randomized,Double,False,lead,GlaxoSmithKline,INDUSTRY,Phase 3,INDUSTRY
278027,NCT00064623,2003-08-31,2003.0,Randomized,Double,False,lead,NeurogesX,INDUSTRY,Phase 3,INDUSTRY
278213,NCT00065169,2000-11-30,2000.0,Randomized,Double,False,lead,"University of California, Los Angeles",OTHER,Not Applicable,UNIVERSITY
278245,NCT00065702,2000-10-31,2000.0,Randomized,Double,False,lead,National Center for Complementary and Integrative Health (NCCIH),NIH,Phase 1/Phase 2,NIH
278248,NCT00065767,2001-09-30,2001.0,Randomized,Double,False,lead,"University of Wisconsin, Madison",OTHER,Phase 2/Phase 3,UNIVERSITY
278257,NCT00065923,2002-07-31,2002.0,Randomized,Double,False,lead,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH,Not Applicable,NIH
278290,NCT00066157,2001-09-30,2001.0,Randomized,Quadruple,False,lead,"University of Wisconsin, Madison",OTHER,Phase 2/Phase 3,UNIVERSITY
278296,NCT00066170,2003-04-30,2003.0,Randomized,Triple,True,lead,Jazz Pharmaceuticals,INDUSTRY,Phase 3,INDUSTRY
278776,NCT00066248,2003-06-30,2003.0,Non-Randomized,None (Open Label),False,lead,University of South Florida,OTHER,Phase 2,UNIVERSITY
281872,NCT00066859,2004-03-01,2004.0,Randomized,Quadruple,False,lead,Wake Forest University Health Sciences,OTHER,Phase 3,UNIVERSITY
281908,NCT00067158,2003-04-30,2003.0,,,False,lead,New York University,OTHER,Phase 3,UNIVERSITY
281948,NCT00067262,2003-03-31,2003.0,Randomized,Double,False,lead,Abbott,INDUSTRY,Phase 3,INDUSTRY
281980,NCT00067327,2002-02-28,2002.0,Randomized,Double,False,lead,National Center for Complementary and Integrative Health (NCCIH),NIH,Phase 2,NIH
281983,NCT00067405,2004-06-30,2004.0,Randomized,Double,False,lead,National Center for Complementary and Integrative Health (NCCIH),NIH,Phase 1/Phase 2,NIH
281986,NCT00067431,2003-07-31,2003.0,Randomized,Double,False,lead,Abbott,INDUSTRY,Phase 3,INDUSTRY
282007,NCT00067496,2003-08-31,2003.0,,,False,lead,National Institute of Neurological Disorders and Stroke (NINDS),NIH,Phase 3,NIH
282010,NCT00067535,2003-06-30,2003.0,Randomized,Triple,False,lead,National Institute on Drug Abuse (NIDA),NIH,Phase 1,NIH
282018,NCT00067912,2003-04-30,2003.0,Randomized,Double,False,lead,Eli Lilly and Company,INDUSTRY,Phase 4,INDUSTRY
282020,NCT00067938,2003-08-31,2003.0,Non-Randomized,None (Open Label),False,lead,GlaxoSmithKline,INDUSTRY,Phase 4,INDUSTRY
282636,NCT00068029,2003-10-31,2003.0,Randomized,None (Open Label),False,lead,Pfizer,INDUSTRY,Phase 4,INDUSTRY
283824,NCT00068042,2003-04-30,2003.0,Randomized,None (Open Label),False,lead,Pfizer,INDUSTRY,Phase 4,INDUSTRY
286121,NCT00068107,2003-09-30,2003.0,,None (Open Label),True,lead,Baylor Research Institute,OTHER,Phase 2,OTHER
286127,NCT00068458,2003-09-30,2003.0,Randomized,None (Open Label),False,lead,Duke University,OTHER,Phase 2,UNIVERSITY
286159,NCT00068913,2000-03-31,2000.0,Randomized,Double,False,lead,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH,Phase 2,NIH
286162,NCT00069069,2003-10-01,2003.0,Non-Randomized,None (Open Label),False,lead,National Institute of Neurological Disorders and Stroke (NINDS),NIH,Phase 1,NIH
286166,NCT00069251,2003-07-31,2003.0,Randomized,Double,False,lead,National Institute on Drug Abuse (NIDA),NIH,Phase 2,NIH
286176,NCT00069329,2003-09-30,2003.0,,None (Open Label),True,lead,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,Phase 1/Phase 2,NIH
286220,NCT00069459,2003-09-23,2003.0,Randomized,Double,False,lead,GlaxoSmithKline,INDUSTRY,Phase 1,INDUSTRY
286316,NCT00069550,2004-09-30,2004.0,Randomized,None (Open Label),False,lead,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH,Phase 3,NIH
286319,NCT00069641,2003-09-18,2003.0,Randomized,Double,True,lead,Shire,INDUSTRY,Phase 2/Phase 3,INDUSTRY
286427,NCT00069849,2003-07-31,2003.0,Randomized,Double,False,lead,Abbott,INDUSTRY,Phase 2,INDUSTRY
286451,NCT00069927,2003-08-31,2003.0,Randomized,None (Open Label),False,lead,University of South Florida,OTHER,Phase 2,UNIVERSITY
286523,NCT00070694,2003-09-30,2003.0,,,False,lead,National Institute of Mental Health (NIMH),NIH,Phase 2,NIH
286529,NCT00070928,2000-09-30,2000.0,Randomized,Double,False,lead,National Center for Complementary and Integrative Health (NCCIH),NIH,Phase 2,NIH
286533,NCT00070941,2003-07-31,2003.0,Randomized,Triple,True,lead,NYU Langone Health,OTHER,Phase 2/Phase 3,OTHER
286548,NCT00070993,2002-12-31,2002.0,Randomized,Double,False,lead,National Center for Complementary and Integrative Health (NCCIH),NIH,Phase 2,NIH
286584,NCT00071032,2003-07-31,2003.0,Randomized,Single,True,lead,"Rutgers, The State University of New Jersey",OTHER,Phase 3,UNIVERSITY
286608,NCT00071253,2003-07-31,2003.0,Randomized,Double,False,lead,Abbott,INDUSTRY,Phase 4,INDUSTRY
286682,NCT00071643,2002-09-30,2002.0,Randomized,Triple,False,lead,Robert G. Robinson,OTHER,Not Applicable,OTHER
286716,NCT00071695,2003-07-31,2003.0,Randomized,Double,False,lead,Eli Lilly and Company,INDUSTRY,Phase 4,INDUSTRY
286724,NCT00071721,2003-10-31,2003.0,Randomized,Quadruple,True,lead,Alzheimer's Disease Cooperative Study (ADCS),OTHER,Phase 3,OTHER
287000,NCT00071747,2003-08-31,2003.0,Randomized,Double,False,lead,GlaxoSmithKline,INDUSTRY,Phase 3,INDUSTRY
287096,NCT00071838,2003-10-30,2003.0,,,False,lead,National Institute of Neurological Disorders and Stroke (NINDS),NIH,Phase 2,NIH
287099,NCT00071877,2003-10-31,2003.0,,,False,lead,National Institute of Neurological Disorders and Stroke (NINDS),NIH,Phase 2,NIH
287102,NCT00072683,2003-04-30,2003.0,Randomized,Double,False,lead,"Otsuka Pharmaceutical Development & Commercialization, Inc.",INDUSTRY,Phase 3,INDUSTRY
287378,NCT00072709,2003-09-30,2003.0,Randomized,Double,False,lead,Novartis Pharmaceuticals,INDUSTRY,Phase 2,INDUSTRY
287621,NCT00072735,2003-11-06,2003.0,,,False,lead,National Institute of Neurological Disorders and Stroke (NINDS),NIH,Phase 1,NIH
287633,NCT00073164,2003-07-31,2003.0,Randomized,Double,False,lead,Abbott,INDUSTRY,Phase 2,INDUSTRY
287738,NCT00073320,2003-08-31,2003.0,Randomized,None (Open Label),False,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY,Phase 3,INDUSTRY
287759,NCT00073372,2003-10-31,2003.0,Randomized,Double,False,lead,"Centocor, Inc.",INDUSTRY,Phase 3,INDUSTRY
288011,NCT00073411,2003-11-30,2003.0,Randomized,Double,False,lead,Eli Lilly and Company,INDUSTRY,Phase 3,INDUSTRY
288013,NCT00073476,2003-09-30,2003.0,Randomized,Double,False,lead,Pfizer,INDUSTRY,Phase 2,INDUSTRY
288747,NCT00073658,2000-01-31,2000.0,Randomized,Double,False,lead,University of Pittsburgh,OTHER,Phase 2,UNIVERSITY
288769,NCT00073697,2003-05-31,2003.0,Randomized,None (Open Label),False,lead,University of Pittsburgh,OTHER,Phase 4,UNIVERSITY
288911,NCT00074477,2003-10-31,2003.0,Randomized,Double,False,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY,Phase 2,INDUSTRY
288929,NCT00074529,2003-10-31,2003.0,Randomized,Double,False,lead,Merck Sharp & Dohme LLC,INDUSTRY,Phase 2,INDUSTRY
288932,NCT00074607,2001-12-31,2001.0,,None (Open Label),False,lead,Baylor College of Medicine,OTHER,Phase 1,OTHER
289067,NCT00074776,2003-05-31,2003.0,Randomized,None (Open Label),False,lead,Stanford University,OTHER,Phase 3,UNIVERSITY
289095,NCT00074815,2003-09-30,2003.0,Randomized,Single,True,lead,Duke University,OTHER,Phase 3,UNIVERSITY
289111,NCT00074932,2004-11-30,2004.0,Non-Randomized,None (Open Label),False,lead,"Genzyme, a Sanofi Company",INDUSTRY,Not Applicable,INDUSTRY
289159,NCT00074958,2002-10-31,2002.0,,None (Open Label),True,lead,"Genzyme, a Sanofi Company",INDUSTRY,Phase 2,INDUSTRY
289543,NCT00074984,2001-02-28,2001.0,Randomized,Quadruple,True,lead,"Genzyme, a Sanofi Company",INDUSTRY,Phase 4,INDUSTRY
290015,NCT00075244,2004-01-31,2004.0,,,False,lead,National Institute of Neurological Disorders and Stroke (NINDS),NIH,Phase 2,NIH
290024,NCT00075842,2003-08-31,2003.0,Randomized,Double,False,lead,Alliance for Clinical Trials in Oncology,OTHER,Phase 3,OTHER
290288,NCT00075959,2004-08-31,2004.0,Randomized,Double,False,lead,AstraZeneca,INDUSTRY,Phase 2,INDUSTRY
290480,NCT00076102,2004-07-21,2004.0,,None (Open Label),True,lead,National Cancer Institute (NCI),NIH,Phase 2,NIH
290570,NCT00076115,2003-12-31,2003.0,Randomized,Double,False,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY,Phase 3,INDUSTRY
290582,NCT00076440,2003-12-31,2003.0,Randomized,Double,False,lead,Voyager Pharmaceutical Corporation,INDUSTRY,Phase 2,INDUSTRY
290621,NCT00076492,2004-01-31,2004.0,Randomized,Double,False,lead,University of Rochester,OTHER,Phase 2,UNIVERSITY
290627,NCT00076674,2004-01-31,2004.0,,,False,lead,National Institute of Neurological Disorders and Stroke (NINDS),NIH,Phase 2,NIH
290633,NCT00076687,2003-10-31,2003.0,Randomized,Quadruple,True,lead,Allergan,INDUSTRY,Phase 2,INDUSTRY
290777,NCT00076726,2003-11-30,2003.0,Randomized,Double,False,lead,"Centocor, Inc.",INDUSTRY,Phase 2,INDUSTRY
290807,NCT00076856,2004-03-31,2004.0,Randomized,None (Open Label),False,lead,Merck Sharp & Dohme LLC,INDUSTRY,Phase 2,INDUSTRY
290892,NCT00076934,2003-01-31,2003.0,Non-Randomized,None (Open Label),False,lead,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Phase 1,NIH
290910,NCT00077207,2004-07-31,2004.0,,None (Open Label),True,lead,Children's Oncology Group,NETWORK,Not Applicable,NETWORK
290946,NCT00077714,2004-01-31,2004.0,Randomized,Double,False,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY,Phase 3,INDUSTRY
290949,NCT00077727,2003-03-31,2003.0,Randomized,Double,False,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY,Phase 3,INDUSTRY
290955,NCT00078039,2004-03-31,2004.0,Randomized,Double,False,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY,Phase 3,INDUSTRY
291052,NCT00078286,2003-11-30,2003.0,Randomized,Quadruple,True,lead,Duke University,OTHER,Phase 2/Phase 3,UNIVERSITY
291060,NCT00078312,2004-01-31,2004.0,Non-Randomized,None (Open Label),True,lead,Cephalon,INDUSTRY,Phase 3,INDUSTRY
292060,NCT00078325,2004-02-29,2004.0,Randomized,Double,True,lead,Cephalon,INDUSTRY,Phase 3,INDUSTRY
292064,NCT00078377,2004-03-31,2004.0,Randomized,Double,True,lead,Cephalon,INDUSTRY,Phase 3,INDUSTRY
292067,NCT00078481,2004-02-29,2004.0,,,False,lead,National Institute of Neurological Disorders and Stroke (NINDS),NIH,Phase 1,NIH
