,nct_id,canonical_BioLinkBERT-base_interventions,canonical_aact_interventions,aact_intervention_types,canonical_BioLinkBERT-base_conditions,canonical_aact_conditions,Disease Class
182,NCT00001251,cyclophosphamide|mafosfamide,mafosfamide,Drug,leukemias|lymphomas|malignancies refractory to conventional therapy|meningeal malignancies refractory to conventional therapy|therapy,meningeal neoplasms,Nervous System Neoplasms
183,NCT00001261,intravenous immunoglobulin|ivig,gamma globulin,Drug,"and|dermatomyositis|dm|ibm|myositis|myositis, inclusion body|pm|pm,|polymyositis","polymyositis|myositis, inclusion body|dermatomyositis",Diseases of the nervous system|Neuromuscular Diseases|Neuromuscular Diseases
184,NCT00001262,copper,copper histidine,Drug,menkes disease|menkes kinky hair syndrome,menkes kinky hair syndrome,Neurologic Manifestations
185,NCT00001287,intravenous immunoglobulin|ivig,intravenous immunoglobulin (ivig),Drug,chronic inflammatory demyelinating polyneuropathy|chronic inflammatory demylinating polyneuropathy,demyelinating diseases,Demyelinating Diseases
186,NCT00001328,- thymidine kinase tk|ganciclovir|thymidine|tk,cytovene (ganciclovir sodium),Drug|Device,brain neoplasms|herpes simplex virus|malignant brain tumor|malignant brain tumors|tumor,brain neoplasms,Nervous System Neoplasms
187,NCT00001333,topoisomerase i inhibitor|topotecan,topotecan,Drug,meningeal malignancies refractory to conventional therapy,meningeal neoplasms,Nervous System Neoplasms
188,NCT00001344,dextromethorphan|memantine|nmda antagonist|nmda receptor antagonists,dextromethorphan,Drug,diabetic neuropathies|neuralgia|neuropathic pain|pain|painful distal symmetrical diabetic neuropathy|painful neuropathies|post-herpetic neuralgia,neuralgia|diabetic neuropathies,Neuromuscular Diseases
189,NCT00001365,dextromethorphan|nmda receptor antagonist,dextromethorphan,Drug,neurodegenerative diseases|parkinson disease,parkinson disease|neurodegenerative diseases,Central Nervous System Diseases|Neurodegenerative Diseases
190,NCT00001410,glucocerebrosidase|peg-glucocerbrosidase|peg-glucocerebrosidase|polyethylene glycol,lysodase,Drug,gaucher disease|type 1 or type 3 gaucher disease|type 3,gaucher disease,Central Nervous System Diseases
191,NCT00001416,calcitriol|cereda|ergocalciferol|vitamin d,ceredase™,Drug,bone destruction|gaucher disease|i|type 1 gaucher's disease|type i|type i gaucher's disease,gaucher disease,Central Nervous System Diseases
192,NCT00001421,methimazole,methimazole,Drug,dermatomyositis|inflammatory|myositis|polymyositis,polymyositis|dermatomyositis,Diseases of the nervous system|Neuromuscular Diseases
193,NCT00001482,anticonvulsant|gabapentin|lamotrigine,lamotrigine (lamictal® (registered trademark)|gabapentin (neurontin® (registered trademark)),Drug,mood disorders|treatment resistant affective disorders,mood disorders|anxiety disorders|psychotic disorders,Psychiatry and Psychology Category
194,NCT00001483,antidepressant|antidepressants|bupropion|buproprion|mood stabilizers|sertraline|venlafaxine,buproprion (wellbutrin)|sertraline (zoloft)|venlafaxine (effexor),Drug,bipolar disorder|breakthrough episodes of|depression|mania|unipolar major depressive disorder,depressive disorder|bipolar disorder,Psychiatry and Psychology Category
195,NCT00001487,prasterone,prasterone,Drug,mid-life|mid-life-related|mood disorders,depressive disorder|mood disorders,Psychiatry and Psychology Category
196,NCT00001502,bradykinin|carboplatin|rmp-7,rmp-7 and carboplatin,Drug,brain neoplasms|cns tumors|refractory brain tumors,brain neoplasms,Nervous System Neoplasms
197,NCT00001520,neostigmine|rocuronium|succinylcholine,neostigmine,Drug,paralysis,paralysis,Neurologic Manifestations
198,NCT00001550,intravenous immunoglobulin|ivig,ivig,Drug,stiff-mann syndrome|stiff-person syndrome|stiffness,stiff-person syndrome|spasm|muscle rigidity,Neurologic Manifestations|Autoimmune Diseases of the Nervous System
199,NCT00001565,phenylbutyric acid,phenylbutyric acid,Drug,refractory malignancy|tumor,brain neoplasms,Nervous System Neoplasms
200,NCT00001656,atypical neuroleptics|clozapine|olanzapine,clozapine|olanzapine,Drug,psychotic disorders|schizophrenia,"schizophrenia, childhood|psychotic disorders|schizophrenia",Psychiatry and Psychology Category|Diseases of the nervous system
201,NCT00001658,amoxicillin|antibiotic,amoxicillin,Drug,autoimmune|autoimmune neuropsychiatric disorders|autoimmune reaction|disorder|group a beta-hemolytic streptococcus|neuropsychiatric disorders|obsessive -|pediatric autoimmune neuropsychiatric disorders associated with streptococcal infections|strep throat|strep throat infections|streptococcal infections|tic disorders,tic disorders|obsessive-compulsive disorder|mental disorders,Central Nervous System Diseases|Psychiatry and Psychology Category
202,NCT00001662,ampalex|cx516,cx516 (ampalex),Drug,alzheimer disease,alzheimer disease|dementia,Diseases of the nervous system|Central Nervous System Diseases|Neurodegenerative Diseases
203,NCT00001669,cep-151|insulin-like growth factor-1|rhigf|rhigf-1,rhigf-1 (cep-151),Drug,eae|multiple sclerosis,multiple sclerosis,Demyelinating Diseases
204,NCT00001723,ho|orlistat|xen,orlistat,Drug,hepatic steatosis|hyperlipidemia|hypertension|impaired glucose tolerance|insulin resistance|obese|obesity|severe obesity|severely obese|sleep apnea syndromes|type 2 diabetes,sleep apnea syndromes,Sleep Wake Disorders
205,NCT00001725,dextromethorphan|lorazepam|topiramate,dextromethorphan,Drug,oral and facial pain|orofacial (mouth and face) pain|orofacial neuralgias|pain|trigeminal nerve damage,facial neuralgia|trigeminal neuralgia,Cranial Nerve Diseases
206,NCT00001768,intravenous immunoglobulin|ivig,intravenous immunoglobulin,Drug,autoimmune|autoimmune diseases|autoimmunity|childhood-onset|early onset -|mental disorders|obsessive-compulsive disorder|psychiatric|schizophrenia|tourette syndrome,neurodevelopmental disorders|schizophrenia,Psychiatry and Psychology Category|Diseases of the nervous system
207,NCT00001777,serotonin reuptake blocker|serotonin uptake inhibitors|sertraline,sertraline,Drug,dementia|depression|frontal lobe dementia|loss,dementia,Diseases of the nervous system|Central Nervous System Diseases
208,NCT00001781,cgp 77116|cgp77116,cgp 77116,Drug,multiple sclerosis,multiple sclerosis,Demyelinating Diseases
209,NCT00001783,amphetamine|amphetamines|dextroamphetamine,0-15 water,Drug,recent stroke|stroke,paralysis|stroke,Central Nervous System Diseases|Neurologic Manifestations
210,NCT00001784,lidocaine|mexiletine,mexiletine,Drug,dystonia|focal dystonia,spasm|dystonia,Diseases of the nervous system|Neurologic Manifestations|Neurologic Manifestations
211,NCT00001785,interferon beta|interferon beta-1a|recombinant human interferon beta-1a|recombinant interferon beta,recombinant human interferon beta-1a,Drug,"early htlv-1-associated myelopathy|ham/tsp|htlv|htlv-1|htlv-1 associated myelopathy|human t cell leukemia virus|paraparesis, tropical spastic","paraparesis, tropical spastic|spinal cord diseases",Central Nervous System Diseases
212,NCT00001860,sandostatin lar,sandostatin lar depot versus transsphenoidal surgery,Drug,acromegal|acromegalic|acromegaly|macroadenoma|macroadenomas|pituitary adenoma|previously|surgery|transsphenoidal surgery,acromegaly|pituitary neoplasms,Central Nervous System Diseases
213,NCT00001864,atropine,atropine,Drug|Device,amblyopia,amblyopia|strabismus,Neurologic Manifestations|Cranial Nerve Diseases
214,NCT00001925,ethanol,ethanol,Drug,essential palatal|pathologic tremors|physiologic|physiological|symptomatic palatal|tremor,tremor,Neurologic Manifestations
215,NCT00001929,eliprodil|nmda-receptor blockade,eliprodil,Drug,parkinson disease,movement disorders|parkinson disease,Central Nervous System Diseases
216,NCT00001930,amantadine|nmda -,amantadine,Drug,"characterized by involuntary movements in the face and extremities,|dementia|huntington disease",chorea|huntington disease,Central Nervous System Diseases|Neurodegenerative Diseases
217,NCT00001931,dopamine|dopamine agonist|n-0923|n-9023,n-0923,Drug,parkinson disease|parkinsonian,parkinson disease,Central Nervous System Diseases
218,NCT00001933,nefiracetam|nefiracetame,nefiracetam,Drug,alzheimer disease|alzheimer's|alzheimer's type dementia|dementia|mild to moderate intellectual impairment,alzheimer disease,Neurodegenerative Diseases
219,NCT00001934,humanized monoclonal antibody against the interleukin-2 receptor alpha subunit (il-2r-alpha|zenapax,zenapax,Drug,ms|multiple sclerosis,multiple sclerosis,Demyelinating Diseases
220,NCT00001956,ketorolac|lidocaine|midazolam|sedative,,Procedure,oral surgery|pain|removal of third molars,hyperalgesia,Neurologic Manifestations
221,NCT00001986,caprylic alcohol,caprylic alcohol,Drug,essential tremor|tremor,essential tremor,Central Nervous System Diseases
222,NCT00001994,566c80|atovaquone|pyrimethamine|sulfadiazine,atovaquone,Drug,aids|central nervous system (cns) toxoplasmosis|cns toxoplasmosis|human immunodeficiency virus|toxoplasmic encephalitis,"toxoplasmosis, cerebral",Central Nervous System Diseases
223,NCT00002010,fluconazole,fluconazole,Drug,coccidioidal meningitis,meningitis,Diseases Category
224,NCT00002019,amphotericin b|amphotericin b lipid complex|fungizone,"amphotericin b|amphotericin b, lipid-based",Drug,"acquired immunodeficiency syndrome|aids|meningitis, cryptococcal","meningitis, cryptococcal",Central Nervous System Diseases
225,NCT00002040,fluconazole,fluconazole,Drug,acute cryptococcal meningitis|aids|non-aids,"meningitis, cryptococcal",Central Nervous System Diseases
226,NCT00002044,zidovudine,zidovudine,Drug,aids-related dementia|hiv infection|hiv) associated dementia|human immunodeficiency virus|human immunodeficiency virus (|neuromuscular complications|neuromuscular diseases,neuromuscular diseases|aids dementia complex,Central Nervous System Diseases|Neuromuscular Diseases
227,NCT00002064,clindamycin|pyrimethamine|sulfonamides,clindamycin|pyrimethamine,Drug,aids|central nervous system (cns) toxoplasma gondii|toxoplasmic encephalitis,"toxoplasmosis, cerebral",Central Nervous System Diseases
228,NCT00002068,"amphotericin b|fluconazole|flucytosine|uk-49, 858",amphotericin b|fluconazole,Drug,acute cryptococcal meningitis,"meningitis, cryptococcal",Central Nervous System Diseases
229,NCT00002074,"amphotericin b|fluconazole|uk-49, 858",amphotericin b|fluconazole,Drug,"acquired immunodeficiency syndrome|aids|meningitis, cryptococcal","meningitis, cryptococcal",Central Nervous System Diseases
230,NCT00002075,"amphotericin b|fluconazole|flucytosine|uk-49, 858",amphotericin b|fluconazole|flucytosine,Drug,acute cryptococcal meningitis,"meningitis, cryptococcal",Central Nervous System Diseases
231,NCT00002076,fluconazole,fluconazole,Drug,acute cryptococcal meningitis|aids,"meningitis, cryptococcal",Central Nervous System Diseases
232,NCT00002077,fluconazole,fluconazole,Drug,acute cryptococcal meningitis|aids|non -,"meningitis, cryptococcal",Central Nervous System Diseases
233,NCT00002083,peptide t,peptide t,Drug,aids|human immunodeficiency virus|infection|painful peripheral neuropathy,peripheral nervous system diseases,Neuromuscular Diseases
234,NCT00002113,amphotericin b|fluconazole|flucytosine,fluconazole|flucytosine,Drug,acute cryptococcal meningitis|aids,"meningitis, cryptococcal",Central Nervous System Diseases
235,NCT00002163,1592u89,abacavir sulfate,Drug,aids dementia complex,aids dementia complex,Central Nervous System Diseases
236,NCT00002209,cpi-1189|indinavir|lamivudine|lu 02-584|zidovudine,cpi-1189,Drug,advanced hiv infection|aids dementia|combined reverse transcriptase and protease inhibitor therapy|hiv|hiv infected|hiv-infected,aids dementia complex,Central Nervous System Diseases
237,NCT00002246,stavudine|zidovudine,stavudine,Drug,adc|aids dementia complex|hiv,aids dementia complex,Central Nervous System Diseases
238,NCT00002270,alpha interferon|ifn-a2b|recombinant alpha interferon|zidovudine,interferon alfa-2b|zidovudine,Drug,"hiv-1 infection|leukoencephalopathy, progressive multifocal|progressive multifocal leukoencephalopathy","leukoencephalopathy, progressive multifocal",Central Nervous System Diseases
239,NCT00002274,"2 ', 3'-|dd|didanosine|zidovudine",didanosine,Drug,acquired immunodeficiency syndrome,"leukoencephalopathy, progressive multifocal",Central Nervous System Diseases
240,NCT00002294,"fluconazole|uk-49, 858",fluconazole,Drug,"acquired immunodeficiency syndrome|aids|meningitis, cryptococcal","meningitis, cryptococcal",Central Nervous System Diseases
241,NCT00002305,"amphotericin b|fluconazole|flucytosine|uk-49, 858",amphotericin b|fluconazole|flucytosine,Drug,acute cryptococcal meningitis,"meningitis, cryptococcal",Central Nervous System Diseases
242,NCT00002306,"amphotericin b|fluconazole|uk-49, 858",fluconazole,Drug,acute cryptococcal meningitis,"meningitis, cryptococcal",Central Nervous System Diseases
243,NCT00002316,amphotericin b|rmp-7,amphotericin b|lobradimil,Drug,"hiv infection|meningitis, cryptococcal","meningitis, cryptococcal",Central Nervous System Diseases
244,NCT00002395,topotecan|topotecan hcl,topotecan,Drug,"aids|aids-related|hiv|hiv-infected|jc virus|leukoencephalopathy, progressive multifocal|pml|progressive multifocal leukoencephalopathy","leukoencephalopathy, progressive multifocal",Central Nervous System Diseases
245,NCT00002520,,nicotine,Drug,early-stage cancer,tobacco use disorder,Diseases Category
246,NCT00002594,cyclophosphamide|melphalan,cyclophosphamide|sargramostim|melphalan,Procedure|Drug|Biological,cns germ cell tumors|germ cell tumors|recurrent medulloblastoma|recurrent medulloblastoma and|tumor,central nervous system neoplasms|brain neoplasms,Nervous System Neoplasms
247,NCT00002875,chemotherapy|cisplatin|cyclophosphamide|lomustine|vincristine,cyclophosphamide|lomustine|vincristine sulfate|filgrastim|mesna|cisplatin,Drug|Radiation|Biological,medulloblastoma|newly diagnosed medulloblastoma|newly-diagnosed average risk medulloblastomamedulloblastoma|therapy|tumor,central nervous system neoplasms|brain neoplasms,Nervous System Neoplasms
248,NCT00002944,,tioguanine|thioguanine|lomustine|vincristine sulfate|procarbazine hydrochloride|carboplatin,Drug,low-grade astrocytomas|progressive low grade astrocytoma|residual tumors of the brain|tumor,central nervous system neoplasms|brain neoplasms,Nervous System Neoplasms
249,NCT00003141,,cyclophosphamide|vincristine sulfate|filgrastim|etoposide|thiotepa|cisplatin|carboplatin,Drug|Biological,malignant brain or|malignant brain tumors|spinal cord neoplasms|tumor,central nervous system neoplasms|brain neoplasms,Nervous System Neoplasms
250,NCT00003203,carboplatin|vincristine,cyclophosphamide|vincristine sulfate|filgrastim|cisplatin|carboplatin,Procedure|Drug|Radiation|Biological,newly diagnosed high-risk central nervous system embryonal tumors|newly diagnosed high-risk cns embryonal tumors|tumor,central nervous system neoplasms|brain neoplasms,Nervous System Neoplasms
251,NCT00003483,,antineoplaston therapy (atengenal + astugenal),Drug,meningioma,meningioma,Nervous System Neoplasms
252,NCT00003514,,antineoplaston a10|antineoplaston as2-1,Drug,cancer|metastatic|metastatic or incurable neuroendocrine tumors|neuroendocrine tumor,pituitary neoplasms,Central Nervous System Diseases
253,NCT00003573,chemotherapy|etoposide,cyclophosphamide|vincristine sulfate|filgrastim|etoposide|cisplatin,Drug|Radiation|Biological,newly diagnosed advanced medulloblastoma|newly diagnosed high stage medulloblastoma|tumor,central nervous system neoplasms|brain neoplasms,Nervous System Neoplasms
